source,target
1724712,4377103
1727052,5601757
1727192,58557
1727422,1838749
1727810,8715765
1727896,1926430
1727946,10330682
1728260,5413777
1728266,5413777
1728309,5413777
1730300,11255600
1730662,10284503
1730926,10284503
1731208,1926430
1731274,2101644
1731892,8573990
1731935,8573990
1732071,6716085
1733347,2235512
1733636,1808653
1733692,351654
1733856,5200122
1734216,6771748
1734266,5585427
1734275,6769926
1735132,2228847
1735154,2228847
1735182,8661657
1735188,2228847
1735200,8661657
1735207,2228847
1735237,8661657
1735244,2228847
1735332,6720823
1736499,5777697
1736636,1922871
1738473,381996
1738478,11256554
1738530,11075717
1738751,8497313
1739295,3041692
1739301,3041692
1739309,897481
1739333,3041692
1739351,3041692
1740564,8493543
1740952,2160578
1740970,942663
1740977,2101644
1742497,58557
1743796,8586365
1745668,461467
1745699,2058482
1747112,5501838
1747194,8497313
1747248,6714659
1751376,1909740
1751428,1515188
1751485,5544897
1751615,5410880
1751644,5410880
1755170,8682464
1755236,8682464
1755722,8880052
1755797,5588593
1755979,6716085
1757565,5589457
1758044,2300115
1758047,8559791
1758074,2087429
1758094,2087429
1758631,5587689
1758651,5587689
1758804,3807871
1760221,6714659
1760568,8712524
1760608,8491948
1760612,8712524
1760626,8491948
1760629,8491948
1760678,8712524
1760732,8712524
1760924,1862680
1760940,2030990
1760956,5590990
1760957,5587689
1760979,5587689
1761012,5587689
1762305,5590990
1762310,5544116
1762311,5590990
1762316,5590990
1762330,5590990
1762342,5590990
1762484,8720870
1762494,1858125
1762494,1894469
1762502,4451106
1763647,909372
1763673,909372
1763679,917463
1763697,917463
1763739,917463
1763748,917463
1763751,917463
1763816,5589490
1763816,5591078
1763928,1894469
1764169,3266649
1764273,3266649
1764731,1894469
1765582,12165677
1766140,5613191
1766389,1502524
1766666,3266649
1766687,3313754
1766699,3266649
1766727,8497824
1766755,3266649
1766776,3313754
1766917,2206697
1766993,1909740
1768371,8489764
1768388,3317782
1768398,3317782
1768401,3317782
1768412,8498795
1770520,3386630
1770535,8498719
1770550,8498719
1770561,5545890
1771151,603458
1771189,2086189
1771323,1027393
1771555,1697552
1771919,1820562
1772190,2170898
1772563,5545890
1772565,5545890
1772578,5545890
1772597,5545890
1772768,5410880
1772796,10059979
1772832,5410880
1772838,10059979
1772842,10059979
1772848,5410880
1772857,5410880
1773238,3003814
1773263,3178182
1773283,3003814
1773490,3330421
1773651,3330421
1773832,2505029
1774331,2992835
1774543,8706030
1774546,1780853
1774687,2072901
1775406,11275272
1775440,11275272
1775446,11275272
1775463,11275272
1775489,11275272
1775579,4192668
1775587,4192668
1775600,11646393
1775602,11646393
1775604,4192668
1775684,12165677
1775799,1868293
1775823,1345604
1775957,3177735
1775968,3177735
1775976,3177735
1775977,3177735
1775978,3177735
1776336,5501838
1776634,1826443
1776908,3330421
1777062,12165677
1777250,1894469
1778050,9894504
1778076,1475523
1778109,8625316
1778112,8659322
1778162,8659322
1778163,11276223
1778163,8625316
1778163,8559899
1778168,8559899
1778170,2086725
1778174,8657390
1778182,8625316
1778204,8559899
1778208,8659322
1778220,11257930
1778589,11256506
1778600,8842645
1778609,929011
1778725,6739224
1778760,12165677
1778941,1826443
1778951,1826443
1778971,1843911
1778999,1826443
1779069,1774687
1779565,2249199
1780770,1641838
1780853,11266985
1781009,3173714
1781022,10034489
1781032,10034489
1781036,10034489
1781049,10034489
1781087,10034489
1781299,2201887
1781315,8496763
1781442,2201887
1781506,2201887
1781557,8496763
1781638,1009237
1781735,409248
1782526,8853981
1782578,8853981
1782791,8726636
1783184,1838749
1783630,2271576
1784264,3499998
1784304,2658979
1784431,4425224
1784578,933334
1784589,11256258
1784589,933334
1784619,933334
1784622,11256258
1784655,933334
1784662,1248828
1785135,8493223
1785355,4436402
1785375,11256554
1785376,8716829
1785426,8495375
1785444,2917153
1786098,8496763
1786116,8496763
1786127,3135435
1786164,1360200
1786278,2175150
1786351,8850548
1786494,8850548
1786566,11256554
1786578,8486247
1786599,8486247
1786614,11256554
1786910,1134707
1786938,1134707
1786968,2321251
1787012,1134707
1788094,2201887
1788114,2201887
1788608,1890553
1788618,942663
1788823,2149018
1789150,5410880
1789184,10059979
1789187,10059979
1789309,10059979
1789341,10059979
1789355,10059979
1790311,4377214
1790381,11256128
1790555,3178182
1790578,3379987
1790812,6725939
1790955,2573413
1791249,10034489
1791292,3076328
1791912,8525968
1791928,11276701
1791963,8527102
1791984,8527102
1791985,11276701
1792571,3543522
1792989,1968266
1793683,5545515
1793699,1826443
1794683,1491114
1794689,1491114
1794716,1467073
1794768,301751
1794790,2341267
1794796,8719561
1794797,8536818
1794822,301751
1794861,8698436
1795407,4436402
1795549,1909740
1795563,1909740
1795604,1502524
1795633,1868293
1796017,8850548
1796481,1948929
1796485,1948929
1796511,4392895
1796527,8752976
1796530,2343059
1796548,1948929
1796548,1983953
1796549,2343059
1796555,4392895
1796565,8752976
1796565,2073444
1796567,378510
1796571,2343059
1796574,8752976
1796574,1948929
1796595,2343059
1796622,8706335
1796637,8495082
1796649,8706335
1796873,4395304
1796898,4395304
1798054,1892061
1798065,8722692
1798094,1868293
1798096,1868293
1798120,2343059
1798143,8631573
1798148,2343059
1798172,378510
1799781,1564932
1799961,6715455
1800330,3362541
1800333,3362541
1800609,4435122
1801268,2010275
1801433,10024603
1801499,8496763
1801520,3135435
1802119,1948929
1802469,8490289
1802486,8493223
1802509,8493223
1802829,8850548
1803605,8537309
1803653,8540610
1804505,1555037
1804672,3499998
1804727,3215655
1805613,8541742
1806635,8640081
1807305,8850548
1807697,8682464
1807697,3327083
1807731,2604208
1807753,8498011
1807822,8494887
1808525,5595839
1808627,3129501
1808636,8645256
1808653,8850842
1808714,8645256
1809087,1637927
1809525,9888442
1809711,1648874
1809779,10034489
1809801,10034489
1810011,1341572
1810030,8856954
1810030,1341572
1810621,8708407
1810813,8708407
1811168,935514
1811340,1623686
1811380,3362541
1812168,955330
1812321,1778163
1812329,1778163
1812650,8586708
1812657,1502524
1812687,3503342
1812995,2037639
1813026,2481093
1813692,1157546
1813841,933334
1813872,933334
1814104,2053794
1814942,1894469
1814964,1894469
1814970,1894469
1814989,1894469
1815033,1894469
1815091,955330
1815305,3344505
1815322,3381142
1815379,3381142
1815641,11256258
1815641,8876745
1815732,11256258
1815943,8842645
1815981,929011
1816086,8842645
1816281,8492317
1816970,8640271
1817041,2030990
1817060,2030990
1817080,2030990
1817116,2030990
1817160,2010275
1817604,2997073
1817610,2997073
1817623,2997073
1817909,2053794
1818013,8854697
1818795,5619263
1818801,2072901
1818809,5595839
1818820,5595839
1818835,5660954
1819006,3322533
1819013,3322533
1819024,3322533
1819726,62463
1819824,3065279
1820365,3322533
1820366,3003814
1820562,6715611
1820662,8541741
1820667,11265139
1820723,11265139
1820727,8540232
1820737,5660954
1821438,2053794
1821583,8640581
1822406,3096233
1822459,7507028
1822467,3096233
1822641,8559791
1823010,1254051
1823055,817846
1823057,8541552
1823061,817846
1823110,817846
1823134,2604208
1823179,8494887
1823225,8496541
1823426,4434711
1823598,903948
1824042,3135435
1824469,8559791
1824538,2318061
1824554,2318061
1824557,817846
1824559,2318061
1824796,8496130
1825124,6725376
1825771,1890553
1826018,8715765
1826072,2604208
1826108,8498011
1826349,3330421
1826412,1871000
1826424,754126
1826440,8684690
1826443,8686956
1826731,8559791
1827775,3001668
1827784,5646974
1827793,5646974
1827807,5646974
1827810,2580284
1827960,11256465
1827964,11256465
1827997,1871000
1828006,1871000
1828013,2225337
1828314,2340641
1828513,6734903
1829491,299246
1829520,3276610
1829530,6725805
1829556,299246
1829863,5646974
1829886,5646974
1829893,2072901
1829893,5646974
1829955,11256465
1830119,6716085
1830398,2087429
1830455,8527102
1830682,979774
1831254,1858125
1831254,8844911
1831254,1865370
1831256,8844911
1831831,6716085
1832144,2340641
1832525,1047565
1832888,1262368
1832944,2481093
1832962,590230
1833354,1318863
1833377,8880052
1834025,8658869
1834292,8494228
1834292,3005037
1834354,8483636
1834354,5484196
1835502,2058482
1835526,2058482
1835610,1826440
1835672,2367928
1835733,8493543
1835982,8497824
1835982,3266649
1837040,8535514
1837161,5465659
1837162,8495082
1837167,5465659
1837172,5465659
1837230,2313738
1838720,1659406
1838749,2509332
1839341,3466605
1839364,3466605
1839365,5680060
1839377,5680060
1839381,8498795
1839381,3317782
1839450,4369751
1839493,5671019
1840685,5715284
1840688,8498795
1840691,5715284
1840698,5715284
1840702,3609831
1841292,3602960
1841712,2340641
1841772,2509332
1841772,2513096
1842339,5413777
1842443,8850548
1842562,3659817
1842587,8503174
1842604,8535514
1842660,869359
1843553,1659406
1843591,1659406
1843689,5413777
1843800,2160578
1843911,8498795
1843927,11728979
1844108,5646974
1844129,5646974
1844155,3330421
1844194,3330421
1844839,1939753
1844841,1939753
1844857,1939753
1845265,3499998
1845324,5613191
1845360,3499998
1845982,11728979
1845987,5698077
1846008,5698077
1846073,5157447
1846167,5138936
1846180,1827521
1846180,5138936
1846188,5138936
1846193,1475523
1846324,3330421
1846531,2158548
1846577,1901474
1846928,5698077
1846934,5698077
1847056,3330421
1847188,3330421
1847247,5413777
1847405,2509332
1847405,3355674
1847405,3330421
1847418,3355674
1847616,1810030
1847617,1009237
1847621,1009237
1847624,1810030
1847640,1009237
1847656,1810030
1848153,2992835
1848154,2992835
1848307,8497331
1848318,8497331
1848322,8497331
1848347,8496541
1848363,8497331
1848425,5639752
1848534,2313169
1848552,2476982
1848967,5613191
1849103,5613191
1849239,469025
1849406,2254127
1849426,8726559
1849429,2254127
1849444,2254127
1849975,5639752
1850171,8854697
1850182,8534857
1850895,4435122
1851023,8854697
1851056,8536956
1851082,2295657
1851105,2010275
1851105,8545042
1851133,2058482
1851160,2010275
1851177,2058482
1852859,3499998
1852889,8489156
1852898,8489156
1852947,8535719
1852960,8535983
1852986,8535719
1852988,8535983
1853110,422123
1853114,422123
1853131,422123
1853132,422123
1853134,422123
1853443,6714989
1853629,5639752
1854081,6770630
1854483,4451049
1854500,4450541
1854842,1623686
1854930,1623686
1855326,299246
1855326,2715820
1855611,8496837
1855618,8496837
1855652,8496837
1855655,6770630
1856461,892505
1856565,8850548
1856906,5484196
1857132,2275134
1857135,11276223
1857135,11269789
1857252,4432517
1857337,4432517
1857827,5613191
1857873,11256465
1857909,11256465
1858022,2016205
1858071,6772058
1858090,8486036
1858115,8497639
1858125,8497639
1858405,6732544
1858487,2149099
1859033,1922299
1859057,8586365
1859075,8682372
1859236,8494228
1859244,11255652
1859266,8494228
1859711,1922299
1860289,6716085
1860491,2016205
1860583,4452540
1860584,5646974
1860597,4452540
1860599,8857727
1860730,3152902
1861118,8726990
1861230,6716085
1861246,6716353
1861868,1697552
1861870,1697552
1862185,3152902
1862189,3152902
1862207,3152902
1862215,8494228
1862220,3152902
1862699,8495006
1862896,552398
1863780,3122913
1863915,2249199
1864056,8498380
1864471,8498231
1864497,3313754
1864583,5544116
1865186,3509367
1865344,8494228
1865354,3097595
1865370,8494228
1865374,3119730
1865567,422123
1865605,422123
1865627,422123
1866688,4372382
1866691,4372382
1866707,8517927
1866864,4452540
1867059,3069747
1867082,3002737
1867085,3002737
1867102,8494228
1867102,3119730
1867116,3002737
1867717,2053794
1868185,8535514
1868185,8694816
1868197,422123
1868293,8494228
1868325,3119730
1868368,8640081
1868370,8640081
1868542,5465659
1868546,3004503
1868554,3148520
1868577,5465659
1868588,5465659
1868734,3509367
1868856,11276140
1868856,1318831
1868870,8659826
1868931,8513901
1868947,1318831
1868948,8513901
1869240,6733925
1869261,8494228
1869286,8494228
1869308,11255652
1869547,4383244
1869637,809854
1869667,8492153
1869695,8698510
1870164,1641958
1870637,4450541
1870649,8640565
1870706,11750857
1870739,2090186
1870742,979774
1870811,1047565
1870825,8658869
1870922,11274213
1870936,2313149
1870959,2313149
1870973,2313149
1871000,8713694
1871223,8783
1871283,8485256
1871353,8712932
1871435,8712932
1871816,1922299
1871869,2090158
1871876,1922299
1871990,6716085
1872042,6716085
1872075,6716085
1872088,2550304
1872103,6720823
1872119,4449374
1872385,1047565
1872417,8713541
1872531,1047565
1872637,8492153
1872763,1808653
1872809,3135435
1872817,2201887
1872847,2201887
1873119,63423
1873796,2165508
1874070,3519648
1874149,3519648
1874172,8497313
1874377,12165677
1874824,992039
1874902,989443
1874902,8484286
1874902,8726486
1874927,989443
1875630,754126
1875672,2165508
1875692,754126
1875966,8497313
1875981,8497313
1875999,1385060
1876664,4374178
1876705,4374178
1876944,408291
1877338,436396
1877370,436396
1877394,436396
1877637,3278452
1879087,909372
1879097,1880727
1879164,5501838
1879268,8540917
1879325,314406
1879479,6716729
1879498,3810331
1879539,1322203
1879591,436396
1879606,4377214
1879633,436396
1879666,436396
1879675,4377214
1879690,436396
1880186,8498011
1880593,1322203
1880727,11275062
1880727,8491948
1880731,11256128
1880779,11256128
1880806,11256128
1880820,8491948
1880821,11256128
1880837,11256128
1881096,608725
1881096,2919189
1881116,608725
1881172,8506776
1881172,608725
1881180,608725
1881323,5501838
1881408,5614435
1881739,3499998
1881872,6720778
1881939,6720778
1882315,8492317
1882576,4450967
1882590,1637927
1882594,6752316
1882656,6720859
1882691,4450967
1882839,5501838
1882845,5501838
1882879,5501838
1883611,1322203
1883612,6716297
1883712,6716297
1884259,3510193
1884396,8498795
1884855,2468779
1885194,2481093
1885620,6757442
1885690,8498795
1885709,8498795
1885715,8498795
1885790,3215655
1886287,11255149
1886316,11254791
1886372,2997073
1887466,8493543
1887714,10024603
1887785,2687089
1887787,10024603
1888128,2481093
1888227,1427714
1888284,4450541
1888748,8633846
1888750,1818801
1888769,1364114
1889159,6716085
1889176,3509367
1889231,3556200
1890447,1364114
1890501,1818801
1890510,1364114
1890553,4888245
1890963,4435280
1891197,10330682
1891535,6757442
1891535,6739224
1891571,6739224
1891621,3173714
1892052,1818801
1892061,8850842
1892070,1497227
1892096,2179571
1892933,8478785
1893416,363284
1893436,11282614
1893447,363284
1893459,3509367
1893577,3509367
1894138,8629514
1894412,1890553
1894428,8715765
1894442,8485853
1894463,11282614
1894469,8834924
1894503,11282614
1894572,4449374
1895497,8839867
1895557,8839867
1895627,3509367
1896157,378510
1896205,378510
1897062,8727530
1897204,8851851
1897450,6716085
1897457,6716085
1897569,3509367
1897628,6716085
1897844,10216860
1898245,942663
1898250,2884015
1898664,4373898
1898706,8727530
1898750,6716085
1898779,6716085
1899623,1322203
1899647,8485846
1900541,8631573
1900711,3509367
1900750,1325196
1900766,3509367
1900823,869042
1901474,3205992
1902302,5197846
1902312,11275062
1902327,2013028
1903501,4377103
1903712,8842164
1903719,3065012
1903721,2341267
1903751,8497679
1904197,3556200
1904536,1838749
1905036,1826440
1905369,630831
1905483,6734903
1905510,6734903
1905550,1926430
1905571,4633385
1905652,1023730
1905665,11750857
1905682,11750857
1907130,1514761
1907193,1514761
1907372,8659322
1907407,8567995
1907438,8659322
1907441,8659322
1907863,11263970
1909394,817846
1909520,817846
1909603,2149018
1909613,817846
1909730,8694877
1909733,2065803
1909740,11276223
1909740,8625316
1909773,8627067
1909803,2082942
1909838,8627067
1910193,62463
1910582,4449374
1910593,4449374
1910727,6716187
1911100,1375025
1911179,2175150
1911618,929011
1911626,1880727
1911638,929011
1911644,408291
1911664,929011
1911684,929011
1911720,929011
1911735,2481093
1911747,2481093
1911929,979774
1912320,1834354
1913331,959847
1913350,917463
1913613,1047565
1913714,8658869
1914406,4564275
1914631,1969165
1914745,6720823
1914884,1254051
1914913,935514
1915533,1253654
1915548,7542561
1915559,1253654
1915575,7542561
1915602,2170897
1916661,5588593
1916671,5588593
1916691,5588593
1916898,8493543
1917077,1427714
1917202,5552219
1917216,1253654
1917269,1032467
1917269,5552219
1917270,1253654
1917591,2170898
1917645,2170898
1917652,2170897
1917736,5552219
1918060,3065279
1918204,3276610
1918240,799909
1918373,3276610
1918531,8257728
1918570,8852368
1918626,962271
1918848,2367928
1919613,935514
1919618,935514
1919624,935514
1919789,6725805
1920314,2170898
1920320,2170898
1920349,8494228
1920354,8494228
1920356,5465659
1920363,8495082
1920407,8494228
1920594,3135435
1920621,3135435
1921826,4451555
1922217,6757442
1922299,8494228
1922346,3004503
1922356,3148520
1922871,11275062
1922970,923253
1922973,923253
1922988,1375025
1923537,3122913
1924120,2165407
1924177,3153525
1924516,3005177
1924516,8493543
1924821,791209
1924894,1680821
1925388,8662693
1925459,8662693
1925490,3152902
1926019,8515847
1926334,1770535
1926354,1770550
1926390,1867102
1926405,1867102
1926425,1867102
1926429,1859236
1926430,1129293
1926430,1770550
1926437,1770535
1926749,4450541
1926829,4449374
1927672,2194720
1927676,929011
1927720,929011
1927949,8515847
1927965,8515847
1928033,1770535
1928059,1770535
1928072,1770535
1928073,1770535
1928075,1770535
1928334,11255652
1928376,11255652
1928901,6716085
1928968,4449374
1929020,2618793
1929069,4449374
1929089,4449374
1929826,549478
1929836,549478
1929866,568596
1929937,1144520
1929941,549478
1930309,6770630
1930828,8497679
1931384,2201898
1931482,2275134
1931609,33937
1931616,33937
1931631,4511522
1931642,33937
1931644,33937
1931752,4435280
1932975,4420954
1933003,984911
1933037,4420954
1933148,1039785
1933165,979774
1933392,3386630
1934905,979774
1934940,979774
1935035,1969165
1935081,4436966
1935110,8840883
1935118,1707174
1935118,9517746
1935140,1707174
1935549,6769926
1935586,10288633
1935586,10284503
1935662,6769926
1935772,6716085
1935801,6716085
1935985,1939753
1935999,955330
1936157,8493058
1936461,1047565
1936678,11728979
1936705,11728979
1936741,1768412
1936751,1837162
1936757,1837162
1936779,1837162
1936786,1837162
1936818,1837162
1936821,1837162
1937442,10284503
1937480,6716085
1937782,4372382
1938319,3215655
1938655,1930309
1938663,8497745
1938684,1930309
1938700,1695129
1938731,8497745
1938744,1930309
1939350,549295
1939416,8664279
1939417,988118
1939421,988118
1939701,6716085
1939753,6770630
1939933,5546932
1939965,5546932
1940118,2259434
1940350,2199641
1940356,568704
1940370,6578961
1940419,1820662
1940437,2199641
1940575,3356195
1941278,8726486
1941300,989443
1941367,4425224
1941635,8684028
1941776,8684028
1942016,8721031
1942028,8721031
1942081,8662693
1942707,561009
1942794,8497824
1942794,3313754
1943102,8712524
1943171,5711994
1943223,1134707
1943245,1134707
1943271,1134707
1944046,6715455
1944611,3313754
1944646,3313754
1944761,2328396
1944781,2328396
1944834,2328396
1944845,10262732
1945038,1712590
1945038,2094675
1945050,1134707
1945305,8719561
1945393,11274213
1945395,11274213
1945589,5544116
1945742,8854697
1945798,4450967
1946015,1826239
1946015,2917153
1946022,2917153
1946062,2917153
1946065,2917153
1946094,2328396
1946824,2295657
1947197,917463
1947266,10034489
1947408,9918027
1947522,2328396
1948346,3177735
1948484,4406124
1948929,1827399
1948929,10034489
1949155,8540590
1949155,8541294
1949194,817846
1949572,5612709
1950291,8535315
1950344,1475523
1950352,1475523
1950381,5138936
1950385,5138936
1950388,5138936
1950620,8706335
1950770,8842645
1950953,1637927
1951841,1843911
1951846,1843911
1951852,1843911
1951855,1826443
1951861,1840688
1951866,1843911
1952007,11728979
1952308,1328359
1952352,2481093
1952373,2481093
1952743,8706030
1952765,869359
1952792,1009237
1952821,2361970
1952828,1009237
1953153,1637927
1953421,8503174
1953505,1427714
1953526,6725805
1953764,6734903
1953842,3276610
1954119,869359
1954136,869359
1954172,869359
1954192,869359
1954194,869359
1954202,869359
1955298,4436402
1955318,4436402
1955351,4436402
1955384,4436402
1955540,869359
1955545,2249199
1955569,2249199
1955576,1901474
1955578,2254127
1955581,1901474
1955626,799909
1955737,299246
1957469,1909740
1957498,2254127
1957643,4449374
1957680,4449374
1958049,917475
1958078,1454707
1958081,549295
1958100,917475
1958283,3173714
1958537,1502524
1958999,1894469
1959020,1858125
1959020,1502524
1960180,6716297
1960201,4449374
1960538,2201887
1960651,8847804
1960706,1894469
1960734,4451106
1960744,8707077
1960745,1894469
1960772,4451106
1961455,6734903
1961481,6734903
1961512,6734903
1961537,6734903
1961674,933334
1962127,6721589
1962162,6720823
1962182,8722692
1962183,6720823
1962184,1862631
1962228,6716271
1962229,1502456
1962293,8722692
1962343,8720870
1962410,8720870
1962414,1862631
1962414,8722692
1962521,8712524
1962553,8712524
1963477,917463
1963585,1325196
1963661,3509367
1963972,9888442
1964041,1462394
1964062,8722692
1964085,1462394
1964363,3065012
1964407,3065012
1964682,3359801
1964837,2279837
1964976,6732544
1965540,8545042
1965559,2058482
1965563,2030990
1965585,2030990
1965593,1862680
1965593,2030990
1965604,2030990
1965607,2030990
1965629,2030990
1965642,2030990
1965645,2030990
1965752,3509367
1966151,2194720
1966541,4383863
1966741,2235512
1967166,8713542
1967224,5211834
1967264,422123
1967283,1862631
1967287,422123
1967304,422174
1967533,5618463
1967587,5603306
1967618,5603306
1968079,8854404
1968116,8854404
1968138,4383863
1968160,4383863
1968253,422174
1968266,1862680
1968286,8682372
1968327,8535514
1968564,63411
1969165,2072901
1969230,11075717
1969330,5777697
1969583,8853981
1969588,332549
1969617,3356195
1969667,3268268
1969741,2257072
1969741,10181199
1969748,2160578
1969756,10223453
1969756,9943869
1969759,10181199
1969773,2179571
1969783,5200122
1970329,8856102
1970667,3003814
1970766,4432517
1970798,8640901
1970862,4432517
1970993,2042460
1970998,2042460
1970999,2101644
1971002,2042460
1971019,2101644
1971020,2042460
1971022,2101644
1971031,2101644
1971033,3629886
1971038,2042460
1971040,2042460
1971079,5544897
1971134,6716271
1971145,6716271
1971233,3135435
1971248,3135435
1971508,8492317
1971720,2682977
1971728,10024603
1971759,5300344
1971769,2884015
1971784,942663
1971787,2884015
1971819,942663
1971902,3189465
1972096,6047061
1972246,3588135
1972458,6725376
1972668,5544897
1972675,5544897
1972713,5544897
1972765,5236151
1972865,6734903
1972963,6734903
1973111,6716271
1973240,1890553
1973246,1380969
1973247,942663
1973248,1890553
1973457,4374178
1973472,11271744
1973513,4450967
1973586,3362541
1973701,8493223
1973753,3366456
1974092,5711994
1974131,5544897
1974245,2042460
1974247,11256554
1974255,11256554
1974276,11256554
1974283,11256554
1974758,5236151
1975260,3519648
1975834,4376875
1975857,4376875
1976033,3278452
1976335,2190739
1976386,5777697
1976436,3528396
1976768,5614435
1977006,4432517
1977109,2190739
1977142,2190739
1977164,2271576
1977740,182558
1977876,1641626
1977897,1641626
1978173,6734903
1978201,6734903
1978266,603458
1980034,5646974
1980077,5646974
1980122,5646974
1980145,5646974
1980311,4436402
1980641,5614435
1981259,3353424
1981274,8493078
1981356,3285821
1981683,6716085
1981791,8492317
1981981,2326159
1982034,4452540
1982140,131251
1982889,4451555
1983029,6733925
1983033,6733925
1983614,5601757
1983755,2016205
1983896,3178182
1983917,3178182
1983932,2884015
1983944,903980
1983953,2083037
1983953,903980
1983989,8492317
1984038,8493058
1984688,791209
1984870,5595839
1985311,8497679
1985649,11255416
1986394,3362541
1986413,3311485
1986438,5595839
1986440,5619263
1986492,5619263
1986900,8498011
1986956,8498011
1987544,5619263
1987788,8492317
1987905,3154754
1988021,8662693
1988749,5613191
1988779,5613191
1988832,8493223
1988834,8493223
1988847,5559523
1988858,5559523
1988893,1859236
1989008,1859236
1989312,4383863
1989373,469025
1989768,5613191
1990110,3528396
1990617,5614435
1990869,3041692
1991005,3041692
1991380,1623686
1991422,3216611
1993090,8496013
1993254,3215655
1993268,1659406
1993275,1659406
1993535,5587414
1993571,3577018
1993641,422123
1994994,5601757
1995353,3618862
1995529,5101139
1995560,8853507
1995864,3397200
1995883,5200122
1995907,5200122
1996257,8496130
1996656,1023730
1997168,8540610
1997446,5714188
1997480,3381142
1997853,4383863
1998026,1502490
1998200,8496013
1998256,8496013
1998621,2042460
1998632,2042460
1999057,8493078
1999309,11256465
1999309,3069841
1999694,8850548
1999826,8708407
1999847,3096233
2000031,8654304
2000409,4383863
2000571,5590990
2000680,11256554
2000885,5710407
2000905,3594513
2000919,5710407
2001205,892505
2001560,1784622
2001916,8497824
2002144,1623686
2002914,11256554
2003706,2201898
2003790,1623686
2004976,8496541
2006416,8498011
2006436,8498356
2006882,11335578
2006893,11335578
2007055,603458
2007777,1697552
2007922,1680811
2007945,8497745
2008116,1248828
2008984,5646974
2009071,3146989
2009493,6732544
2009841,8498011
2009882,630831
2010275,6715611
2010488,3588135
2011941,1641916
2011975,914185
2012522,1320719
2012707,4999716
2012711,3509367
2013028,11277782
2013028,8698703
2013103,2065803
2013111,1411801
2013122,2065803
2013406,2512050
2013964,8492735
2015024,933334
2015359,1142548
2015403,552801
2015405,1142548
2015421,815844
2015556,8490289
2016088,3499998
2016205,6770630
2016436,3509367
2016897,1541451
2016906,4675669
2016944,269906
2016944,1479172
2016961,182558
2017512,1969165
2018108,8840670
2018248,2361970
2018271,5101139
2018559,8493078
2019172,1157546
2019204,1157546
2019239,1157546
2019242,1614731
2019519,6716085
2021386,8654304
2021411,8628169
2021871,8493078
2021907,1157546
2021924,1245954
2022037,1157546
2022071,5157447
2022237,3602960
2022323,3602960
2022332,3602960
2022551,2249199
2023196,2053794
2023210,2053794
2023317,8494887
2023377,8496541
2023797,8540115
2023973,3602960
2024535,8837326
2024550,1670056
2024557,1670056
2024806,9906209
2024893,9918027
2025367,6715611
2025431,3602960
2025820,2328396
2026270,8836040
2026355,3173714
2026720,11263970
2026782,11263970
2027017,5677842
2027547,2513096
2027588,2513096
2028045,1157546
2028679,5191656
2029089,9527197
2029098,9527197
2029104,4689485
2029106,11263970
2029129,4689485
2029153,1687085
2029480,1502524
2029563,1502524
2029579,1502524
2030021,8489156
2030990,6715611
2031198,3612774
2031532,2328396
2031566,2328396
2031980,2094020
2032249,3366456
2032312,1897062
2032317,1253654
2032321,5552219
2032410,1253654
2032514,5552219
2032690,8640652
2032690,1040581
2033049,8489557
2034507,4451106
2034995,923253
2035051,3612774
2035132,935514
2035546,5595839
2035560,5595839
2035761,4450967
2036257,8517927
2036643,929011
2037038,5138936
2037307,3530298
2037639,6715993
2038082,11268107
2038200,4450967
2038550,1796574
2038811,3510193
2039335,3618862
2039345,10181214
2040594,3509367
2040639,2997073
2041060,5639752
2041312,3509367
2041659,8684028
2042389,8840670
2042460,6715993
2042546,6716085
2042570,6716085
2042582,6716085
2044002,8497824
2044014,3266649
2044030,1637927
2044080,4450967
2044609,2030990
2044772,12165677
2045022,3610798
2045043,3610798
2046401,2328396
2046584,1864471
2046625,1864471
2046940,408291
2047346,2053794
2048034,5157447
2048210,299246
2048245,6720778
2048262,2481093
2048333,6720778
2048631,1467073
2048737,3613779
2049599,815844
2049657,5547309
2049758,3386630
2049998,2328396
2051071,1653174
2051249,6757442
2052299,8837326
2052479,10027537
2052615,3386630
2052629,3215655
2052692,3386630
2053465,1551614
2053726,9918027
2053794,299246
2053958,4432517
2054020,8640901
2054440,8853981
2054858,1648874
2054916,1648836
2054959,291104
2054964,1648874
2055364,3227501
2056635,3004642
2057087,2328396
2057463,3543202
2057604,3366554
2057614,3278452
2057656,2010275
2058482,6715611
2058482,5469078
2059443,8834924
2059443,11282614
2059505,8713367
2059551,1834292
2059562,8712737
2059686,3317782
2059787,4434711
2060181,2328396
2060499,422174
2061008,6734903
2061087,1248828
2061306,5144126
2061447,3543202
2062033,332549
2062261,3359801
2062800,8721031
2062822,8721031
2063061,989497
2063154,1697552
2063702,1419274
2063737,933334
2064478,6716187
2064572,6715061
2064789,8495275
2065003,8853981
2065558,2058482
2065689,955330
2065720,955330
2065760,3359801
2065803,6715993
2066088,959847
2067000,1641902
2067051,4449374
2067111,4449374
2067538,6715993
2067678,422123
2068386,1454707
2068619,8842645
2068790,5588593
2068851,6715455
2068869,6715455
2069285,3602960
2069764,1670083
2069841,1670056
2069878,8839867
2069879,8839867
2069899,1670083
2069902,8839867
2070321,2884015
2071722,5633947
2072419,1826440
2072440,5588593
2073183,8837326
2073203,8837326
2073366,8853981
2073444,3160272
2073444,6733925
